Year,CONUS
1900,2.83
1901,8.84
1902,4.7
1903,2.22
1904,1.51
1905,2.13
1906,1.75
1907,2.62
1908,1.8
1909,3.99
1910,4.05
1911,6.36
1912,2.58
1913,7.4
1914,6.32
1915,1.63
1916,4.04
1917,4.02
1918,7.63
1919,2.89
1920,1.39
1921,3.68
1922,3.96
1923,2.49
1924,5.5
1925,8.29
1926,3.87
1927,2.82
1928,2.84
1929,3.07
1930,10.58
1931,7.33
1932,4.85
1933,7.54
1934,13.9
1935,5.92
1936,16.64
1937,6.85
1938,6.07
1939,7.71
1940,5.74
1941,3.82
1942,4.17
1943,7.55
1944,5.7
1945,3.77
1946,5.08
1947,6.68
1948,4.79
1949,3.5
1950,2.57
1951,5.36
1952,7.75
1953,6.78
1954,10.75
1955,3.97
1956,6.11
1957,4.02
1958,3.89
1959,3.51
1960,4.58
1961,3.22
1962,4.01
1963,3.93
1964,4.29
1965,2.31
1966,4.03
1967,2.77
1968,2.57
1969,4.64
1970,4.45
1971,3.54
1972,2.69
1973,3.19
1974,3.86
1975,2.45
1976,2.64
1977,4.39
1978,5.28
1979,2.86
1980,8.98
1981,3.96
1982,2.61
1983,5.43
1984,3.22
1985,4.24
1986,3.68
1987,3.43
1988,5.97
1989,3.17
1990,4.66
1991,2.88
1992,2.18
1993,3.15
1994,4.16
1995,3.95
1996,3.84
1997,2.75
1998,6.0
1999,4.19
2000,7.23
2001,4.93
2002,4.8
2003,5.53
2004,2.79
2005,4.04
2006,5.99
2007,5.2
2008,3.72
2009,4.08
2010,4.92
2011,8.11
2012,7.76
2013,3.85
2014,3.24
2015,3.89
2016,3.82
2017,3.85
2018,4.4
2019,3.96
2020,4.86
2021,4.54
2022,6.62
2023,6.96
2024,6.68
