Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1900,-999,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,0.35,-999,-999,-999,-999,-999,-999,-999,0.67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1901,-999,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,0.58,-999,-999,-999,-999,-999,-999,-999,0.52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1902,-999,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,0.36,-999,-999,-999,-999,-999,-999,-999,0.46,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1903,-999,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,0.61,-999,-999,-999,-999,-999,-999,-999,0.22,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1904,-999,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,0.09,-999,-999,-999,-999,-999,-999,-999,0.38,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1905,-999,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,0.23,-999,-999,-999,-999,-999,-999,-999,1.36,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1906,-999,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,0.0,-999,-999,-999,-999,-999,-999,-999,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1907,-999,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,0.29,-999,-999,-999,-999,-999,-999,-999,1.65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1908,-999,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,0.33,-999,-999,-999,-999,-999,-999,-999,0.63,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1909,-999,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,0.87,-999,-999,-999,-999,-999,-999,-999,0.66,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
